0.13112,0.09175,0.14278,1.6366e-05,0.086011,0.17875,0.012187,0.19803,0.12033,0.045604,0.12737,0.016642,0.09896,0.066716,0.0024738,0.051556,0.021369,0.10317,0.17531,0.097318,0.062611,0.055168,0.04319,0.1434,0.11861,0.022639,0.1935,0.15531,0.052184,0.12454,0.066359,0.21853,0.090666,0.095549,0.26618,0.025691,0.14832,0.13161,0.035891,0.17488,0.074812,0.19964,0.14729,0.19464,0.025552,0.080765,0.15202,0.098178,0.050784,0.056193,0.026227,0.069209,0.1746,0.18956,0.0024898,0.16044,0.1943,0.2189,0.034927,0.0018683,0.07295,0.12756,0.13767,0.031193,0.073648,0.14649,0.15736,0.002024,0.04189,0.1271,0.14347,0.12996,0.0024758,0.22172,0.19246,0.11685,0.1595,0.13572,0.099974,0.04046,0.00019108,0.042461,0.10278,0.01841,0.035187,0.039626,0.072544,0.12293,0.11683,0.063,0.13907,0.018834,0.16388,0.15263,0.11397,0.17834,0.047087,0.038099,0.044761,0.18172
0.13226,0.044579,0.16266,0.00039151,0.056027,0.12202,0.010748,0.13931,0.063311,0.027794,0.0697,0.0065124,0.045983,0.049444,0.0052704,0.024988,0.015878,0.05467,0.10168,0.047978,0.040911,0.2108,0.025973,0.12952,0.13304,0.060182,0.13468,0.087609,0.022905,0.1626,0.032992,0.27058,0.043554,0.0705,0.23992,0.049992,0.090824,0.062605,0.025938,0.19506,0.053689,0.12569,0.079607,0.23316,0.056283,0.041202,0.11784,0.13419,0.072308,0.021227,0.057387,0.050263,0.16009,0.182,0.0052856,0.090199,0.23892,0.2268,0.03016,0.0054211,0.097091,0.065774,0.15902,0.027989,0.031971,0.095054,0.083321,0.0048011,0.17796,0.15476,0.079425,0.066873,0.0049132,0.17434,0.19052,0.27709,0.1322,0.090195,0.049042,0.17494,0.00099189,0.18383,0.1435,0.0086429,0.10827,0.021937,0.29304,0.12041,0.060532,0.2953,0.15163,0.046878,0.15846,0.11346,0.14912,0.17897,0.20238,0.1567,0.024424,0.16257
0.10919,0.02527,0.12656,0.0035408,0.036445,0.076095,0.013399,0.085621,0.035458,0.017483,0.039246,0.0018521,0.02025,0.037896,0.013079,0.014931,0.015674,0.030974,0.061048,0.027679,0.027678,0.42322,0.016079,0.1061,0.10208,0.10724,0.082023,0.045511,0.011876,0.1413,0.017992,0.20759,0.021874,0.05238,0.16131,0.077775,0.05165,0.03146,0.020048,0.1624,0.041519,0.07314,0.040254,0.19022,0.092081,0.023711,0.088347,0.11552,0.069597,0.0093715,0.10119,0.039385,0.12015,0.13965,0.014071,0.053667,0.19996,0.16849,0.025968,0.014531,0.082748,0.038552,0.12325,0.025052,0.016387,0.056684,0.045943,0.0077693,0.3961,0.12502,0.041174,0.032489,0.0077022,0.11375,0.14742,0.33279,0.10585,0.061631,0.024366,0.39019,0.0037248,0.4117,0.12379,0.00311,0.19967,0.014294,0.54211,0.097634,0.034152,0.48971,0.13119,0.081698,0.11907,0.08324,0.12176,0.13772,0.44547,0.33996,0.015516,0.11723
0.084097,0.01814,0.089598,0.015044,0.028402,0.049489,0.01705,0.056476,0.021231,0.01237,0.026788,0.0015068,0.014285,0.031262,0.028557,0.011617,0.017415,0.021743,0.043232,0.021492,0.018501,0.57829,0.011419,0.085814,0.0561,0.15987,0.05396,0.028201,0.0099242,0.10989,0.0093133,0.12717,0.015744,0.044344,0.096232,0.1207,0.035552,0.019479,0.020636,0.12192,0.034425,0.045903,0.02574,0.13297,0.13929,0.017024,0.06728,0.070413,0.048913,0.0061461,0.15647,0.039195,0.083644,0.097795,0.032043,0.04149,0.14371,0.10748,0.026454,0.032629,0.049614,0.036363,0.086703,0.024632,0.011922,0.039353,0.030649,0.012207,0.59916,0.09087,0.027306,0.020789,0.013346,0.075284,0.10097,0.3059,0.085508,0.03987,0.014561,0.58746,0.012013,0.62359,0.074857,0.0029468,0.3036,0.011233,0.59826,0.073406,0.022073,0.47017,0.10681,0.13319,0.083847,0.062531,0.071951,0.097354,0.67449,0.50948,0.01033,0.07875
0.064462,0.019419,0.056932,0.033477,0.024281,0.034951,0.023207,0.039658,0.017575,0.014298,0.020794,0.0023773,0.022134,0.027798,0.048262,0.012895,0.022737,0.020758,0.037779,0.02449,0.017019,0.61618,0.013746,0.071793,0.030512,0.23189,0.037651,0.021063,0.012466,0.077097,0.0079798,0.072136,0.017216,0.045241,0.05793,0.17682,0.026825,0.01844,0.026809,0.091408,0.031645,0.033691,0.019024,0.086833,0.20189,0.016816,0.056628,0.041463,0.036162,0.0073081,0.23297,0.048691,0.059376,0.06898,0.056086,0.041754,0.099353,0.065958,0.032748,0.056519,0.029358,0.054346,0.054235,0.02812,0.014381,0.029009,0.025353,0.016921,0.71233,0.059415,0.021292,0.021713,0.019695,0.05302,0.067893,0.24446,0.075812,0.030312,0.010973,0.68994,0.023611,0.74123,0.042959,0.0044599,0.40526,0.012608,0.52426,0.053316,0.019155,0.35832,0.088593,0.20275,0.059418,0.052825,0.040604,0.067557,0.80234,0.60113,0.010503,0.052964
0.051813,0.028059,0.034159,0.049752,0.022705,0.032326,0.029737,0.038649,0.023155,0.018465,0.027507,0.0066551,0.058075,0.024859,0.063097,0.017581,0.028879,0.026799,0.046236,0.035336,0.018833,0.53509,0.018439,0.06708,0.020271,0.31869,0.03667,0.023726,0.018718,0.04917,0.023097,0.049932,0.025868,0.068223,0.042824,0.26496,0.030812,0.03098,0.033487,0.075925,0.031621,0.035173,0.024403,0.062353,0.29777,0.022682,0.060125,0.026459,0.026141,0.014196,0.34549,0.083406,0.051594,0.056663,0.07522,0.054009,0.076087,0.044594,0.039132,0.075588,0.018389,0.098301,0.031435,0.030597,0.023441,0.031201,0.03032,0.019257,0.67685,0.035328,0.02722,0.044013,0.02409,0.048943,0.050803,0.17376,0.078713,0.031389,0.017174,0.64629,0.033922,0.70321,0.026275,0.0086636,0.46655,0.016255,0.3775,0.040675,0.024885,0.24281,0.077336,0.31143,0.047232,0.057765,0.02452,0.052771,0.76307,0.57475,0.012799,0.042563
0.044475,0.040243,0.023744,0.058832,0.026869,0.038332,0.03652,0.045008,0.036671,0.027468,0.051605,0.017335,0.1435,0.024508,0.069337,0.026351,0.037378,0.035556,0.061541,0.049001,0.025392,0.36578,0.028264,0.069622,0.018089,0.38062,0.042871,0.033648,0.030338,0.033719,0.078906,0.045705,0.035729,0.12765,0.042053,0.37785,0.052358,0.057833,0.045073,0.074704,0.035689,0.045777,0.047864,0.055042,0.39695,0.030172,0.076922,0.020677,0.02264,0.026424,0.45684,0.16207,0.060254,0.058987,0.083822,0.069226,0.070622,0.038325,0.051485,0.083854,0.014751,0.15601,0.021174,0.03752,0.036315,0.049706,0.04321,0.019633,0.493,0.023118,0.051157,0.094762,0.027726,0.057042,0.047247,0.12449,0.089264,0.0424,0.03837,0.4613,0.040555,0.51109,0.019531,0.018697,0.42896,0.024281,0.25035,0.035305,0.035662,0.16834,0.07133,0.43564,0.046234,0.076195,0.019318,0.05057,0.55537,0.42464,0.018254,0.04312
0.045043,0.047058,0.01875,0.062284,0.030865,0.041171,0.04382,0.043134,0.050548,0.03833,0.086031,0.029452,0.23338,0.025754,0.070608,0.034276,0.045847,0.042736,0.070221,0.058177,0.033537,0.25519,0.039968,0.073728,0.017726,0.37631,0.04115,0.036768,0.040427,0.024799,0.1474,0.043341,0.039997,0.19709,0.039721,0.43921,0.085366,0.087953,0.054309,0.079531,0.041638,0.050408,0.084646,0.045029,0.4335,0.036037,0.09713,0.019581,0.028695,0.036445,0.49098,0.24425,0.075928,0.067468,0.085609,0.07451,0.069494,0.037327,0.062175,0.08555,0.016941,0.19258,0.017277,0.045156,0.043654,0.078293,0.056673,0.020903,0.33928,0.017319,0.086828,0.15048,0.032778,0.060268,0.045531,0.097295,0.096838,0.046737,0.071662,0.30998,0.044526,0.35144,0.018091,0.029519,0.32755,0.033503,0.18514,0.026761,0.036956,0.12105,0.071834,0.48656,0.053992,0.097625,0.022951,0.054607,0.38071,0.29324,0.020648,0.038409
0.041633,0.056857,0.013471,0.056769,0.030291,0.048341,0.042964,0.045161,0.081509,0.053787,0.13933,0.03953,0.32384,0.024651,0.064159,0.044682,0.045379,0.05668,0.07603,0.068389,0.048205,0.1896,0.055954,0.074396,0.023809,0.29455,0.043319,0.039459,0.049579,0.016406,0.22079,0.044674,0.048453,0.26629,0.042671,0.41781,0.13876,0.12802,0.05246,0.080102,0.043451,0.060267,0.14413,0.036762,0.38272,0.044798,0.10936,0.02163,0.040197,0.045914,0.41806,0.32987,0.086114,0.072298,0.078386,0.080685,0.065775,0.034997,0.060896,0.077906,0.024845,0.21164,0.013326,0.044651,0.051011,0.12548,0.083443,0.016056,0.24556,0.011847,0.14444,0.2125,0.033117,0.06419,0.042671,0.07328,0.098516,0.054518,0.12842,0.21283,0.039077,0.25335,0.018919,0.038834,0.23205,0.04488,0.13061,0.020162,0.046628,0.078333,0.06914,0.43065,0.057176,0.1106,0.034018,0.054469,0.27473,0.21369,0.027126,0.038498
0.035901,0.059496,0.012576,0.057214,0.031831,0.059045,0.044328,0.039885,0.11525,0.056832,0.21124,0.048312,0.41574,0.024314,0.064724,0.053617,0.046773,0.062374,0.068193,0.068948,0.059425,0.13545,0.059441,0.067664,0.033069,0.23916,0.038314,0.044058,0.055957,0.014647,0.29081,0.037491,0.043718,0.34528,0.038731,0.35685,0.20845,0.16564,0.05142,0.073282,0.043914,0.065403,0.22397,0.028368,0.31141,0.046246,0.10494,0.022534,0.049401,0.048858,0.3369,0.4221,0.084189,0.068869,0.080463,0.069027,0.05709,0.034117,0.061286,0.079343,0.02772,0.184,0.01376,0.04696,0.049636,0.18806,0.11526,0.012407,0.17841,0.011606,0.22001,0.27187,0.032771,0.055165,0.043092,0.051389,0.088133,0.051539,0.20184,0.13051,0.034432,0.183,0.019836,0.045769,0.18654,0.0499,0.090909,0.022796,0.05612,0.049816,0.060198,0.34022,0.056918,0.10595,0.038625,0.050784,0.20088,0.15107,0.027863,0.042257
